sku,ean,descricao,criado_em,atualizado_em
AL6503-Y,7908713208672,TRONINHO INFANTIL - COR: AMARELO - CÓD: AL6503-Y - MARCA: LORBEN,2026-03-12T09:59:23.662344,2026-03-12T09:59:23.662344
AL6504,7908713200829,MINI MICTORIO EM FORMATO DE ASTRONAUTA - COD: AL6504 - MARCA: LORBEN,2026-03-12T09:59:23.662344,2026-03-12T09:59:23.662344
AL6509,7908713200720,ASSENTO REDUTOR INFANTIL - ESTAMPADO UNICÓRNIO - COD.: AL6509 - MARCA: ALBEMA,2026-03-12T09:59:23.662344,2026-03-12T09:59:23.662344
AL6509-PK,7908713200973,ASSENTO REDUTOR INFANTIL - ESTAMPADO - COR: ROSA - COD.: AL6509-PK - MARCA: ALBEMA,2026-03-12T09:59:23.662344,2026-03-12T09:59:23.662344
AL651-BL,7908713207262,BEBEDOURO COMEDOURO AUTOMATICO CAES E GATOS - COR: AZUL - CÓD:651-BL - MARCA: LORBEN,2026-03-12T09:59:23.662344,2026-03-12T09:59:23.662344
AL651-R,7908713203271,"AL651-R - COMEDOURO E BEBEDOURO EM PLÁSTICO PARA ANIMAIS DOMÉSTICOS, CAPACIDADE DO COMEDOURO 1,250KG E TAMANHO 23X16CM,",2026-03-12T09:59:23.662344,2026-03-12T09:59:23.662344
AL6510,7908713200737,TRONINHO PRIVADINHA REDUTOR INFANTIL - COD: AL6510 - MARCA: LORBEN,2026-03-12T09:59:23.662344,2026-03-12T09:59:23.662344
AL6510-G,7908713208658,TRONINHO PRIVADINHA REDUTOR INFANTIL - COD: AL6510-G - MARCA: LORBEN,2026-03-12T09:59:23.662344,2026-03-12T09:59:23.662344
AL6510-GR,7908713208641,TRONINHO PRIVADINHA REDUTOR INFANTIL - COD: AL6510-GR - MARCA: LORBEN,2026-03-12T09:59:23.662344,2026-03-12T09:59:23.662344
AL6510-PK,7908713208634,TRONINHO PRIVADINHA REDUTOR INFANTIL - COD: AL6510-PK - MARCA: LORBEN,2026-03-12T09:59:23.662344,2026-03-12T09:59:23.662344
AL652,7908713203387,COMEDOR ALIMENTADOR DIGITAL ELETRONICO - CÓD: AL652,2026-03-12T09:59:23.662344,2026-03-12T09:59:23.662344
AL6522-BL,7908713205183,DISCO FRISBEE PARA JOGAR DIVERSÃO PRAIA CAMPO - COR: AZUL - CÓD: AL6522-BL - MARCA: LORBEN,2026-03-12T09:59:23.662344,2026-03-12T09:59:23.662344
AL6522-G,7908713203806,DISCO FRISBEE PARA JOGAR DIVERSÃO PRAIA CAMPO - COR: VERDE - CÓD: AL6522-BL - MARCA: LORBEN,2026-03-12T09:59:23.662344,2026-03-12T09:59:23.662344
AL6523,7908713206395,CHUVEIRO DUCHA RECARREGÁVEL - CÓD: AL6523 MARCA: LORBEN,2026-03-12T09:59:23.662344,2026-03-12T09:59:23.662344
AL6525,7908713206609,KIT DE ACESSÓRIOS GOPRO HERO - CÓD: AL6525 - MARCA: LORBEN,2026-03-12T09:59:23.662344,2026-03-12T09:59:23.662344
AL6526,7908713206593,KIT DE ACESSÓRIOS GOPRO HERO - CÓD: AL6526 - MARCA: LORBEN,2026-03-12T09:59:23.662344,2026-03-12T09:59:23.662344
AL6527,7908713203820,"CARRETILHA ANTI CABELEIRA 19 ROLAMENTOS E VARA CARBONO 1,80M - CÓD: AL6527 - MARCA: LORBEN",2026-03-12T09:59:23.662344,2026-03-12T09:59:23.662344
AL6528,7908713203837,VARA DE PESCA DE CARBONO - CÓD: AL6528 - MARCA: LORBEN,2026-03-12T09:59:23.662344,2026-03-12T09:59:23.662344
AL6529-LH,7908713206371,CARRETILHA DE PESCA - CÓD: AL6529-LH - MARCA: LORBEN,2026-03-12T09:59:23.662344,2026-03-12T09:59:23.662344
AL6529-RH,7908713206388,CARRETILHA DE PESCA - CÓD: AL6529-RH - MARCA: LORBEN,2026-03-12T09:59:23.662344,2026-03-12T09:59:23.662344
AL6530,7908713206364,KIT 108 ISCAS ARTIFICAIS - CÓD: AL6530 - MARCA: LORBEN,2026-03-12T09:59:23.662344,2026-03-12T09:59:23.662344
AL6531,7908713206357,"KIT 101 ISCAS ARTIFICAIS, ALICATE E ESTOJO- CÓD: AL6531 - MARCA: LORBEN",2026-03-12T09:59:23.662344,2026-03-12T09:59:23.662344
AL6532,7908713203844,ESTOJO ORGANIZADOR P/ ISCAS ARTIFICIAIS ANZOL CHUMBO PESCA - CÓD: AL6532 - MARCA: LORBEN,2026-03-12T09:59:23.662344,2026-03-12T09:59:23.662344
AL6535-BL,7908713203875,CARRINHO DOBRAVEL PARA ATÉ 80KG - PRAIA / CAMPING - CÓD: AL6535-BL - MARCA: LORBEN,2026-03-12T09:59:23.662344,2026-03-12T09:59:23.662344
AL6535-CR,7908713205190,CARRINHO DOBRAVEL PARA ATÉ 80KG - PRAIA / CAMPING - CÓD: AL6535-CR- MARCA: LORBEN,2026-03-12T09:59:23.662344,2026-03-12T09:59:23.662344
AL6540,7908713206838,PISTOLA JATO DE ÁGUA ALTA PRESSÃO - CÓD: AL6540 - MARCA: LORBEN,2026-03-12T09:59:23.662344,2026-03-12T09:59:23.662344
AL6545,7908713206968,CHAFARIZ PARA DECORAÇÃO DE JARDIM - COR: PRETO - CÓD: AL6545 - MARCA: LORBEN,2026-03-12T09:59:23.662344,2026-03-12T09:59:23.662344
AL6547,7908713203967,TEMPORIZADOR PARA TORNEIRAS VONDER (TIMER) JARDIM - CÓD: AL6547 - MARCA: LORBEN,2026-03-12T09:59:23.662344,2026-03-12T09:59:23.662344
AL6548,7908713203974,SISTEMA DE IRRIGACAO REFRIGERACAO DE AGUA NEVOA 10 METROS - CÓD: AL6548 - MARCA: LORBEN,2026-03-12T09:59:23.662344,2026-03-12T09:59:23.662344
AL6549,7908713203981,DISPENSER SABONETEIRA LÍQUIDA INOX 500ML P/ PAREDE - CÓD: AL6549 - MARCA: LORBEN,2026-03-12T09:59:23.662344,2026-03-12T09:59:23.662344
AL6550,7908713203998,BARRA APOIO C/VENTOSAS PARA BANHEIRO - CÓD: AL6550 - MARCA: LORBEN,2026-03-12T09:59:23.662344,2026-03-12T09:59:23.662344
AL6551,7908713204001,KIT 6 PORTA TEMPERO CONDIMENTO VIDRO SUPORTE GIRATÓRIO INOX - CÓD: AL6551 - MARCA: LORBEN,2026-03-12T09:59:23.662344,2026-03-12T09:59:23.662344
AL6552,7908713204018,PORTA TEMPERO INOX 12 POTES GIRATÓRIO - CÓD: AL6552 - MARCA: LORBEN,2026-03-12T09:59:23.662344,2026-03-12T09:59:23.662344
AL6553,7908713204025,PORTA TEMPERO GIRATÓRIO 20 POTES INOX QUADRADO - CÓD: AL6553 - MARCA: LORBEN,2026-03-12T09:59:23.662344,2026-03-12T09:59:23.662344
AL6554,7908713204032,PORTA TEMPERO INOX 16 POTES GIRATÓRIO - CÓD: AL6554 - MARCA: LORBEN,2026-03-12T09:59:23.662344,2026-03-12T09:59:23.662344
AL6555,7908713204049,ROLO SACO EMBALAGEM VÁCUO RANHURA SELADORA 25CM X 5 METROS - CÓD: AL6555 - MARCA: LORBEN,2026-03-12T09:59:23.662344,2026-03-12T09:59:23.662344
AL6556,7908713204056,ROLO DE EMBALAGEM A VÁCUO - CÓD: AL6556 - MARCA: LORBEN,2026-03-12T09:59:23.662344,2026-03-12T09:59:23.662344
AL6557,7908713204063,SACO PLÁSTICO 20X25CM EMBALAGEM RANHURAS SELADORA A VÁCUO - CÓD: AL6557 - MARCA: LORBEN,2026-03-12T09:59:23.662344,2026-03-12T09:59:23.662344
AL6558,7908713204070,PLÁSTICO 25X30CM EMBALAGEM RANHURAS SELADORA A VÁCUO - CÓD: AL6558 - MARCA: LORBEN,2026-03-12T09:59:23.662344,2026-03-12T09:59:23.662344
AL6559,7908713204087,DISPENSER DE CEREAIS DUPLO 3 LITROS - CÓD: AL6559 - MARCA: LORBEN,2026-03-12T09:59:23.662344,2026-03-12T09:59:23.662344
AL6560,7908713204094,DISPENSER D ALIMENTOS GIRATÓRIO C 6 DIVISÕES P GRÃOS CEREAIS - CÓD: AL6560 - MARCA: LORBEN,2026-03-12T09:59:23.662344,2026-03-12T09:59:23.662344
AL6561-CR,7908713204131,CAIXA ORGANIZADORA MULTIUSO DOBRÁVEL - COR: CREME - CÓD: AL6561-CR - MARCA: LORBEN,2026-03-12T09:59:23.662344,2026-03-12T09:59:23.662344
AL6561-GN,7908713204117,CAIXA ORGANIZADORA MULTIUSO DOBRÁVEL - COR: VERDE - CÓD: AL6561-GN - MARCA: LORBEN,2026-03-12T09:59:23.662344,2026-03-12T09:59:23.662344
AL6561-GY,7908713204124,CAIXA ORGANIZADORA MULTIUSO DOBRÁVEL - COR: CINZA - CÓD: AL6561-GY - MARCA: LORBEN,2026-03-12T09:59:23.662344,2026-03-12T09:59:23.662344
AL6562-CR,7908713204162,CAIXA ORGANIZADORA MULTIUSO DOBRÁVEL - COR: CREME - CÓD: AL6562-CR - MARCA: LORBEN,2026-03-12T09:59:23.662344,2026-03-12T09:59:23.662344
AL6562-GN,7908713204148,CAIXA ORGANIZADORA MULTIUSO DOBRÁVEL - COR: VERDE - CÓD: AL6562-GN - MARCA: LORBEN,2026-03-12T09:59:23.662344,2026-03-12T09:59:23.662344
AL6562-GY,7908713204155,CAIXA ORGANIZADORA MULTIUSO DOBRÁVEL - COR: CINZA - CÓD: AL6562-GY - MARCA: LORBEN,2026-03-12T09:59:23.662344,2026-03-12T09:59:23.662344
AL6563-BL,7908713204179,CAIXA ORGANIZADORA - COR: AZUL - AL6563-BL - MARCA: LORBEN,2026-03-12T09:59:23.662344,2026-03-12T09:59:23.662344
AL6563-BR,7908713204193,CAIXA ORGANIZADORA - COR: MARROM - AL6563-BR - MARCA: LORBEN,2026-03-12T09:59:23.662344,2026-03-12T09:59:23.662344
AL6563-GY,7908713204209,CAIXA ORGANIZADORA - COR: CINZA - AL6563-GY - MARCA: LORBEN,2026-03-12T09:59:23.662344,2026-03-12T09:59:23.662344
AL6563-PK,7908713204186,CAIXA ORGANIZADORA - COR: ROSA - AL6563-PK - MARCA: LORBEN,2026-03-12T09:59:23.662344,2026-03-12T09:59:23.662344
AL6566-B,7908713204247,CAIXA ORGANIZADORA - COR: PRETO - CÓD: AL6566-B - MARCA: LORBEN,2026-03-12T09:59:23.662344,2026-03-12T09:59:23.662344
AL6566-GY,7908713204254,CAIXA ORGANIZADORA - COR: CINZA - CÓD: AL6566-GY - MARCA: LORBEN,2026-03-12T09:59:23.662344,2026-03-12T09:59:23.662344
AL6567-BL,7908713204278,CAIXA ORGANIZADORA - COR: AZUL - CÓD: AL6567-BL - MARCA: LORBEN,2026-03-12T09:59:23.662344,2026-03-12T09:59:23.662344
AL6567-GY,7908713204261,CAIXA ORGANIZADORA - COR: CINZA - CÓD: AL6567-GY - MARCA: LORBEN,2026-03-12T09:59:23.662344,2026-03-12T09:59:23.662344
AL6567-PK,7908713204285,CAIXA ORGANIZADORA - COR: ROSA - CÓD: AL6567-PK - MARCA: LORBEN,2026-03-12T09:59:23.662344,2026-03-12T09:59:23.662344
AL6570,7908713204315,DISPENSER SABÃO LÍQUIDO EMBUTIR 500ML - CÓD: AL6570 - MARCA: LORBEN,2026-03-12T09:59:23.662344,2026-03-12T09:59:23.662344
AL6571,7908713204322,DISPENSER DETERGENTE SABONETE LIQUIDO - CÓD: AL6571 - MARCA: LORBEN,2026-03-12T09:59:23.662344,2026-03-12T09:59:23.662344
AL6573,7908713204346,PORTA TRECOS ORGANIZADOR MESA - CÓD: AL6573 - MARCA: LORBEN,2026-03-12T09:59:23.662344,2026-03-12T09:59:23.662344
AL6574,7908713204353,ORGANIZADOR MESA ESCRITÓRIO PORTA CARTAS PAPEIS - CÓD: AL6574 - MARCA: LORBEN,2026-03-12T09:59:23.662344,2026-03-12T09:59:23.662344
AL6575,7908713204360,SUPORTE ORGANIZADOR DE DOCUMENTO PAPEL A4 3 BANDEJAS - CÓD: AL6575 - MARCA: LORBEN,2026-03-12T09:59:23.662344,2026-03-12T09:59:23.662344
AL6576-PK,7908713204384,ORGANIZADOR PORTA MAQUIAGEM REMOVÍVEL COM GAVETAS - COR: ROSA - AL6576-PK - MARCA: LORBEN,2026-03-12T09:59:23.662344,2026-03-12T09:59:23.662344
AL6576-W,7908713204377,ORGANIZADOR PORTA MAQUIAGEM REMOVÍVEL COM GAVETAS - COR: BRANCO - AL6576-W - MARCA: LORBEN,2026-03-12T09:59:23.662344,2026-03-12T09:59:23.662344
AL6577-GN,7908713204407,ORGANIZADOR CAIXA MULTIFUNCIONAL - COR: VERDE - CÓD: AL6577-GN - MARCA: LORBEN,2026-03-12T09:59:23.662344,2026-03-12T09:59:23.662344
AL6577-W,7908713204391,ORGANIZADOR CAIXA MULTIFUNCIONAL - COR: BRANCO - CÓD: AL6577-W - MARCA: LORBEN,2026-03-12T09:59:23.662344,2026-03-12T09:59:23.662344
AL6578-BL,7908713204438,ORGANIZADOR MAQUIAGEM COSMÉTICOS MAGIC PARA PAREDE - COR: AZUL - CÓD: AL6578-BL - MARCA: LORBEN,2026-03-12T09:59:23.662344,2026-03-12T09:59:23.662344
AL6578-PK,7908713204421,ORGANIZADOR MAQUIAGEM COSMÉTICOS MAGIC PARA PAREDE - COR: ROSA - CÓD: AL6578-PK - MARCA: LORBEN,2026-03-12T09:59:23.662344,2026-03-12T09:59:23.662344
AL6578-W,7908713204414,ORGANIZADOR MAQUIAGEM COSMÉTICOS MAGIC PARA PAREDE - COR: BRANCO - CÓD: AL6578-W - MARCA: LORBEN,2026-03-12T09:59:23.662344,2026-03-12T09:59:23.662344
AL6579-PK,7908713208207,ORGANIZADOR DE MAQUIAGEM - CÓD: AL6579-PK - COR: ROSA - MARCA: LORBEN,2026-03-12T09:59:23.662344,2026-03-12T09:59:23.662344
AL6579-W,7908713208214,ORGANIZADOR DE MAQUIAGEM - CÓD: AL6579-W - COR: BRANCO - MARCA: LORBEN,2026-03-12T09:59:23.662344,2026-03-12T09:59:23.662344
AL6585,7908713204551,CABIDE PAREDE PARA ROUPAS TOALHAS UTENSILIOS 5 - CÓD: AL6585 - MARCA: LORBEN,2026-03-12T09:59:23.662344,2026-03-12T09:59:23.662344
AL6588,7908713204582,ANEL DE VEDAÇÃO ORING JOGO ESTOJO BORRACHA - CÓD: AL6588 - MARCA: LORBEN,2026-03-12T09:59:23.662344,2026-03-12T09:59:23.662344
AL6590,7908713204605,MICROMETRO PARA MILIMETRO ANALOGICO EXTERNO - CÓD: AL6590 - MARCA: LORBEN,2026-03-12T09:59:23.662344,2026-03-12T09:59:23.662344
AL6591,7908713204612,CINTA PARA ANEIS DE PISTAO - CÓD: AL6591 - MARCA: LORBEN,2026-03-12T09:59:23.662344,2026-03-12T09:59:23.662344
AL6592,7908713204629,"ALICATE FURAR, VAZAR E PREGAR - CÓD: AL6592 - MARCA: LORBEN",2026-03-12T09:59:23.662344,2026-03-12T09:59:23.662344
AL6593,7908713204636,ALICATE ILHÓS PROFISSIONAL 2 EM 1 FURADOR VAZADOR - CÓD: AL6593 - MARCA: LORBEN,2026-03-12T09:59:23.662344,2026-03-12T09:59:23.662344
AL6594,7908713204643,PISTOLA APLICADORA SILICONE TUBO - CÓD: AL6594 - MARCA: LORBEN,2026-03-12T09:59:23.662344,2026-03-12T09:59:23.662344
AL6595,7908713204650,APLICADOR DE SILICONES PROFISSIONAL - CÓD: AL6595 - MARCA: LORBEN,2026-03-12T09:59:23.662344,2026-03-12T09:59:23.662344
AL6597,7908713204698,IMÃ DE NEODIMIO TRAÇÃO 110 KG - CÓD: AL6597 - MARCA: LORBEN,2026-03-12T09:59:23.662344,2026-03-12T09:59:23.662344
AL6598,7908713204704,IMÃ DE NEODIMIO TRAÇÃO 120 KG - CÓD: AL6598 - MARCA: LORBEN,2026-03-12T09:59:23.662344,2026-03-12T09:59:23.662344
AL6599,7908713204711,IMÃ DE NEODIMIO REDONDO PEQUENO 12MM X 3MM - COD: AL6599 - MARCA: LORBEN,2026-03-12T09:59:23.662344,2026-03-12T09:59:23.662344
AL6600,7908713204728,IMÃ DE NEODIMIO REDONDO PEQUENO 10MM X 2MM - COD: AL6600 - MARCA: LORBEN,2026-03-12T09:59:23.662344,2026-03-12T09:59:23.662344
AL6601,7908713204735,IMÃ DE NEODIMIO REDONDO PEQUENO 15MM X 5MM - COD: AL6601 - MARCA: LORBEN,2026-03-12T09:59:23.662344,2026-03-12T09:59:23.662344
AL6602,7908713204742,IMÃ DE NEODIMIO REDONDO PEQUENO 10MM X 4MM - COD: AL6602 - MARCA: LORBEN,2026-03-12T09:59:23.662344,2026-03-12T09:59:23.662344
AL6603,7908713204759,IMÃ DE NEODIMIO BLOCO 40MM X 20MM - COD: AL6603 - MARCA: LORBEN,2026-03-12T09:59:23.662344,2026-03-12T09:59:23.662344
AL6604,7908713204766,IMÃ DE NEODIMIO BLOCO 20MM X 10MM - COD: AL6604 - MARCA: LORBEN,2026-03-12T09:59:23.662344,2026-03-12T09:59:23.662344
AL6605,7908713204773,IMÃ DE NEODIMIO REDONDO PEQUENO 6MM X 6MM - COD: AL6605 - MARCA: LORBEN,2026-03-12T09:59:23.662344,2026-03-12T09:59:23.662344
AL6606,7908713204780,"IMÃ DE NEODIMIO REDONDO PEQUENO 1,2MM X 1,2MM - COD: AL6606 - MARCA: LORBEN",2026-03-12T09:59:23.662344,2026-03-12T09:59:23.662344
AL6609,7908713204810,IMÃ DE NEODIMIO REDONDO COM FURO PEQUENO 10MM X 3MM - COD: AL6609 - MARCA: LORBEN,2026-03-12T09:59:23.662344,2026-03-12T09:59:23.662344
AL6610,7908713204827,IMÃ DE NEODIMIO REDONDO COM FURO PEQUENO 20MM X 3MM - COD: AL6610 - MARCA: LORBEN,2026-03-12T09:59:23.662344,2026-03-12T09:59:23.662344
AL6611,7908713204834,IMÃ DE NEODIMIO REDONDO PEQUENO 3MM X 1MM - COD: AL6611 - MARCA: LORBEN,2026-03-12T09:59:23.662344,2026-03-12T09:59:23.662344
AL6612,7908713204841,IMÃ DE NEODIMIO REDONDO PEQUENO 5MM X 2MM - COD: AL6612 - MARCA: LORBEN,2026-03-12T09:59:23.662344,2026-03-12T09:59:23.662344
AL6613,7908713204858,IMÃ DE NEODIMIO RETANGULAR 40MM X 10MM - COD: AL6613 - MARCA: LORBEN,2026-03-12T09:59:23.662344,2026-03-12T09:59:23.662344
AL6614,7908713204865,IMÃ DE NEODIMIO DISCO 25MM X 3MM - COD: AL6614 - MARCA: LORBEN,2026-03-12T09:59:23.662344,2026-03-12T09:59:23.662344
AL6615,7908713204872,"IMÃ DE NEODIMIO DISCO 15MM X 1,5MM - COD: AL6615 - MARCA: LORBEN",2026-03-12T09:59:23.662344,2026-03-12T09:59:23.662344
AL6616,7908713204889,CÂMERA DE RÉ AUTOMOTIVA INFRAVERMELHO VISÃO NOTURNA - CÓD: AL6616 - MARCA: LORBEN,2026-03-12T09:59:23.662344,2026-03-12T09:59:23.662344
AL6617,7908713204896,CÂMERA RÉ AUTOMOTIVA OLHO DE PEIXE VISÃO 160° - CÓD: AL6617 - MARCA: LORBEN,2026-03-12T09:59:23.662344,2026-03-12T09:59:23.662344
AL6618,7908713204902,CÂMERA RÉ VEICULAR LED PARA VISÃO NOTURNA COLORIDA UNIVERSAL - CÓD: AL6618 - MARCA: LORBEN,2026-03-12T09:59:23.662344,2026-03-12T09:59:23.662344
AL6619,7908713204919,CÂMERA DE RÉ AUTOMOTIVA - CÓD: AL6619 - MARCA: LORBEN,2026-03-12T09:59:23.662344,2026-03-12T09:59:23.662344
AL6620,7908713204926,CÂMERA DVR VEICULAR AUTOMOTIVA - CÓD: AL6620 - MARCA: LORBEN,2026-03-12T09:59:23.662344,2026-03-12T09:59:23.662344
AL6622-B,7908713204957,CAPA ENCOSTO MASSAGEADOR BOLA ORTOPEDICA - COR: PRETO - CÓD: AL6622-B - MARCA: LORBEN,2026-03-12T09:59:23.662344,2026-03-12T09:59:23.662344
AL6622-BL,7908713204971,CAPA ENCOSTO MASSAGEADOR BOLA ORTOPEDICA - COR: AZUL - CÓD: AL6622-BL - MARCA: LORBEN,2026-03-12T09:59:23.662344,2026-03-12T09:59:23.662344
AL6622-CR,7908713204964,CAPA ENCOSTO MASSAGEADOR BOLA ORTOPEDICA - COR: CREME - CÓD: AL6622-CR - MARCA: LORBEN,2026-03-12T09:59:23.662344,2026-03-12T09:59:23.662344
AL6622-GY,7908713204940,CAPA ENCOSTO MASSAGEADOR BOLA ORTOPEDICA - COR: CINZA- CÓD: AL6622-GY - MARCA: LORBEN,2026-03-12T09:59:23.662344,2026-03-12T09:59:23.662344
AL6623,7908713204988,LANTERNA TRASEIRA LED CAMINHÃO - CÓD: AL6623 - MARCA: LORBEN,2026-03-12T09:59:23.662344,2026-03-12T09:59:23.662344
AL6624,7908713204995,LANTERNA TRASEIRA LED SEQUENCIAL BAU CARRETINHA CAMINHAO - CÓD: AL6624 - MARCA: LORBEN,2026-03-12T09:59:23.662344,2026-03-12T09:59:23.662344
AL6625,7908713205008,PAR LANTERNA TRASEIRA LED SEQUENCIAL CAMINHÃO - CÓD: AL6625 - MARCA: LORBEN,2026-03-12T09:59:23.662344,2026-03-12T09:59:23.662344
AL6626,7908713205015,CHAVE GRIFO - CÓD: AL6626 - MARCA: LORBEN,2026-03-12T09:59:23.662344,2026-03-12T09:59:23.662344
AL6627,7908713205022,CHAVE GRIFO 18'' AJUSTÁVEL REGULAGEM - CÓD: AL6627 - MARCA: LORBEN,2026-03-12T09:59:23.662344,2026-03-12T09:59:23.662344
AL6628,7908713205039,CHAVE GRIFO - CÓD: AL6628 - MARCA: LORBEN,2026-03-12T09:59:23.662344,2026-03-12T09:59:23.662344
AL6629,7908713205046,CHAVE GRIFO - CÓD: AL6629 - MARCA: LORBEN,2026-03-12T09:59:23.662344,2026-03-12T09:59:23.662344
AL6630,7908713205053,CHAVE DE GRIFO 10 POLEGADAS - CÓD: AL6630 - MARCA: LORBEN,2026-03-12T09:59:23.662344,2026-03-12T09:59:23.662344
AL6631,7908713205060,CHAVE GRIFO - CÓD: AL6631 - MARCA: LORBEN,2026-03-12T09:59:23.662344,2026-03-12T09:59:23.662344
AL6633,7908713205084,GUINCHO MANUAL CATRACA - CÓD: AL6633 - MARCA: LORBEN,2026-03-12T09:59:23.662344,2026-03-12T09:59:23.662344
AL6634,7908713205091,BOMBA DE GRAXA - CÓD: AL6634 - MARCA; LORBEN,2026-03-12T09:59:23.662344,2026-03-12T09:59:23.662344
AL6636,7908713205114,BOMBA TRANSFERENCIA OLEO ALAVANCA P/ TAMBOR - CÓD: AL6636 - MARCA: LORBEN,2026-03-12T09:59:23.662344,2026-03-12T09:59:23.662344
AL6637,7908713205121,REGULADOR CONVERSOS DE ENERGIA 15W - CÓD: 6637 - MARCA: LORBEN,2026-03-12T09:59:23.662344,2026-03-12T09:59:23.662344
AL6640,7908713205152,MANÔMETRO MALETA PARA TESTE DE PRESSÃO HIDRÁULICA - CÓD: AL6640 - MARCA: LORBEN,2026-03-12T09:59:23.662344,2026-03-12T09:59:23.662344
AL6641,7908713205169,SCANNER PAREDE DETECTOR METAL - CÓD: AL6641 - MARCA: LORBEN,2026-03-12T09:59:23.662344,2026-03-12T09:59:23.662344
AL6643,7908713205299,"LUMINARIA PLAFON LED - COR: BRANCO - TAMANHO: 30X30x1,5CM - POTENCIA: 30W - MARCA:LORBEN",2026-03-12T09:59:23.662344,2026-03-12T09:59:23.662344
AL6644-L,7908713205251,SACO TRANSPARENTE COM LACRE INVIOLÁVEL (ENVIO FULL) - TAMANHO: 50X70CM - MARCA: LORBEN,2026-03-12T09:59:23.662344,2026-03-12T09:59:23.662344
AL6644-M,7908713205244,SACO TRANSPARENTE COM LACRE INVIOLÁVEL (ENVIO FULL) - COR: TRANSPARENTE - TAMANHO: 30X40CM - MARCA: LORBEN,2026-03-12T09:59:23.662344,2026-03-12T09:59:23.662344
AL6645,7908713205268,EMBALAGEM INFLAVEL PARA TRANSPORTE DE GARRAFAS (750ML) -MARCA: LORBEN,2026-03-12T09:59:23.662344,2026-03-12T09:59:23.662344
AL6646,7908713206524,MOVING MAGIC BALL LIGHT - CÓD: AL6646 - MARCA: LORBEN,2026-03-12T09:59:23.662344,2026-03-12T09:59:23.662344
AL6647,7908713206517,REFLETOR CANHÃO DE ILUMINAÇÃO 54 LEDS - CÓD: AL6647 - MARCA: LORBEN,2026-03-12T09:59:23.662344,2026-03-12T09:59:23.662344
AL6648,7908713206500,REFLETOR CANHÃO DE ILUMINAÇÃO 18 LEDS - CÓD: AL6648 - MARCA: LORBEN,2026-03-12T09:59:23.662344,2026-03-12T09:59:23.662344
AL6649,7908713205275,"VIOLÃO CLÁSSICO DE 6 CORDAS - COR: NATURAL - TAMANHO: 97,3X40X10,9CM - MARCA: LORBEN",2026-03-12T09:59:23.662344,2026-03-12T09:59:23.662344
AL6650,7908713205282,UKULELE DE 4 CORDAS - COR: NATURAL - TAMANHO: 7X51X20CM - MARCA: LORBEN,2026-03-12T09:59:23.662344,2026-03-12T09:59:23.662344
AL6651,7908713209747,PLAFON REDONDO DE EMBUTIR - 6W - 3000K - 110V / 220V - AL6651 - MARCA: LORBEN,2026-03-12T09:59:23.662344,2026-03-12T09:59:23.662344
AL6652,7908713209280,REDE DE PROTEÇÃO TELA NYLON - CÓD.: AL6652 - MARCA: LORBEN,2026-03-12T09:59:23.662344,2026-03-12T09:59:23.662344
AL6652-P,7908713210040,PLAFON LED DE EMBUTIR REDONDO - COR: BRANCO - 12X12 - COD.: AL6652-P - MARCA: LORBEN,2026-03-12T09:59:23.662344,2026-03-12T09:59:23.662344
AL6653,7908713209297,BOMBA SUBMERSA FONTE AQUÁRIO 3W - CÓD.: AL6653 - MARCA: LORBEN,2026-03-12T09:59:23.662344,2026-03-12T09:59:23.662344
AL6653-P,7908713210057,PLAFON LED DE EMBUTIR REDONDO - 17x17 - COR: BRANCO - COD.: AL6653-P - MARCA: LORBEN,2026-03-12T09:59:23.662344,2026-03-12T09:59:23.662344
AL6654,7908713209778,PLAFON REDONDO DE EMBUTIR - 12W - 3000K - 110V / 220V - AL6654 - MARCA: LORBEN,2026-03-12T09:59:23.662344,2026-03-12T09:59:23.662344
AL6654-25,7908713209303,DOSADOR DE BEBIDAS DRINKS 25ML - CÓD.: AL6654-25 - MARCA: LORBEN,2026-03-12T09:59:23.662344,2026-03-12T09:59:23.662344
AL6654-30,7908713209310,DOSADOR DE BEBIDAS DRINKS 30ML - CÓD.: AL6654-30 - MARCA: LORBEN,2026-03-12T09:59:23.662344,2026-03-12T09:59:23.662344
AL6655,7908713209327,SOCADOR MACERADOR DE FRUTAS E ERVAS - CÓD.: AL6655 - MARCA: LORBEN,2026-03-12T09:59:23.662344,2026-03-12T09:59:23.662344
AL6655-L,7908713209785,PLAFON REDONDO DE EMBUTIR - 18W - 6500K - 110V / 220V - AL6655-L - MARCA: LORBEN,2026-03-12T09:59:23.662344,2026-03-12T09:59:23.662344
AL6656,7908713209792,PLAFON REDONDO DE EMBUTIR - 18W - 3000K - 110V / 220V - AL6656 - MARCA: LORBEN,2026-03-12T09:59:23.662344,2026-03-12T09:59:23.662344
AL6657,7908713209808,PLAFON REDONDO DE EMBUTIR - 25W - 6500K - 110V / 220V - AL6657 - MARCA: LORBEN,2026-03-12T09:59:23.662344,2026-03-12T09:59:23.662344
AL6658,7908713209815,PLAFON QUADRADO DE EMBUTIR - 6W - 3000K - 110V / 220V - AL6658 - MARCA: LORBEN,2026-03-12T09:59:23.662344,2026-03-12T09:59:23.662344
AL6659,7908713209822,PLAFON QUADRADO DE EMBUTIR - 6W - 6500K - 110V / 220V - AL6659 - MARCA: LORBEN,2026-03-12T09:59:23.662344,2026-03-12T09:59:23.662344
